"src","src_gi","src_classLabels","mismatch","kDN","group_sampling_id"
1,"182378742","Clostridia",TRUE,35,1
2,"336017314","Clostridia",TRUE,57,1
3,"531501270","Clostridia",TRUE,45,1
4,"531630106","Clostridia",TRUE,41,1
5,"354820383","Clostridia",TRUE,52,1
6,"241243091","Clostridia",TRUE,53,1
7,"348593238","Clostridia",TRUE,70,1
8,"229269968","Clostridia",TRUE,30,1
9,"256750284","Clostridia",TRUE,37,1
10,"523402168","Clostridia",TRUE,43,1
11,"323400757","Clostridia",TRUE,63,1
12,"328924724","Clostridia",TRUE,49,1
13,"531619924","Clostridia",TRUE,45,1
14,"222441911","Clostridia",TRUE,53,1
15,"480646223","Clostridia",TRUE,52,1
16,"555682633","Clostridia",TRUE,40,1
17,"296507871","Clostridia",TRUE,34,1
18,"482578378","Clostridia",TRUE,48,1
19,"160426828","Clostridia",TRUE,55,1
20,"531533528","Clostridia",TRUE,34,1
21,"531320701","Clostridia",TRUE,32,1
22,"260211391","Clostridia",TRUE,47,1
23,"531619924","Clostridia",TRUE,24,1
24,"295317476","Clostridia",TRUE,27,1
25,"531451232","Clostridia",TRUE,33,1
26,"330406558","Clostridia",TRUE,35,1
27,"330406558","Clostridia",TRUE,50,1
28,"531691657","Clostridia",TRUE,27,1
29,"331125438","Clostridia",TRUE,41,1
30,"397161665","Clostridia",TRUE,36,1
31,"531110258","Clostridia",TRUE,40,1
32,"482580416","Clostridia",TRUE,52,1
33,"523401877","Clostridia",TRUE,57,1
34,"410591434","Clostridia",TRUE,40,1
35,"523401760","Clostridia",TRUE,44,1
36,"531659069","Clostridia",TRUE,49,1
37,"531212024","Clostridia",TRUE,27,1
38,"47118322","Clostridia",TRUE,46,1
39,"482578378","Clostridia",TRUE,53,1
40,"531726623","Clostridia",TRUE,47,1
41,"481782086","Clostridia",TRUE,41,1
42,"348593238","Clostridia",TRUE,57,1
43,"146337152","Clostridia",TRUE,49,1
44,"296507872","Clostridia",TRUE,29,1
45,"315590829","Clostridia",TRUE,71,1
46,"356696960","Clostridia",TRUE,52,1
47,"523402168","Clostridia",TRUE,38,1
48,"480646223","Clostridia",TRUE,50,1
49,"531207822","Clostridia",TRUE,35,1
50,"531203187","Clostridia",TRUE,42,1
51,"531622215","Clostridia",TRUE,31,1
52,"157073689","Clostridia",TRUE,67,1
53,"531353433","Clostridia",TRUE,43,1
54,"219819758","Clostridia",TRUE,48,1
55,"296030128","Clostridia",TRUE,59,1
56,"531294686","Clostridia",TRUE,24,1
57,"523401407","Clostridia",TRUE,48,1
58,"523401727","Clostridia",TRUE,38,1
59,"182378742","Clostridia",TRUE,38,1
60,"356493231","Clostridia",TRUE,57,1
61,"255508988","Clostridia",TRUE,43,1
62,"531639243","Clostridia",TRUE,42,1
63,"531166595","Clostridia",TRUE,38,1
64,"354821393","Clostridia",TRUE,55,1
65,"523401877","Clostridia",TRUE,33,1
66,"229784097","Clostridia",TRUE,53,1
67,"607840502","Clostridia",TRUE,55,1
68,"373222462","Clostridia",TRUE,55,1
69,"239923892","Clostridia",TRUE,51,1
70,"531680745","Clostridia",TRUE,38,1
71,"531758203","Clostridia",TRUE,33,1
72,"522810318","Clostridia",TRUE,31,1
73,"291541372","Clostridia",TRUE,60,1
74,"531370516","Clostridia",TRUE,41,1
75,"531791401","Clostridia",TRUE,24,1
76,"531659069","Clostridia",TRUE,34,1
77,"255508988","Clostridia",TRUE,43,1
78,"160426828","Clostridia",TRUE,53,1
79,"531253205","Clostridia",TRUE,47,1
80,"364568446","Clostridia",TRUE,70,1
81,"179349329","Clostridia",TRUE,51,1
82,"309388281","Clostridia",TRUE,41,1
83,"219819758","Clostridia",TRUE,52,1
84,"219819758","Clostridia",TRUE,32,1
85,"386656811","Clostridia",TRUE,47,1
86,"444231411","Clostridia",TRUE,40,1
87,"526281310","Clostridia",TRUE,53,1
88,"531493055","Clostridia",TRUE,33,1
89,"531175957","Clostridia",TRUE,38,1
90,"531639243","Clostridia",TRUE,47,1
91,"357579748","Clostridia",TRUE,44,1
92,"531636438","Clostridia",TRUE,39,1
93,"169405180","Clostridia",TRUE,16,1
94,"508595938","Clostridia",TRUE,46,1
95,"404278796","Clostridia",TRUE,44,1
96,"336003460","Clostridia",TRUE,51,1
97,"219670982","Clostridia",TRUE,44,1
98,"444301180","Clostridia",TRUE,31,1
99,"371965085","Clostridia",TRUE,33,1
100,"444301180","Clostridia",TRUE,24,1
101,"511277892","Clostridia",TRUE,50,1
102,"343963552","Clostridia",TRUE,41,1
103,"115249003","Clostridia",TRUE,35,1
104,"531630106","Clostridia",TRUE,40,1
105,"291537741","Clostridia",TRUE,52,1
106,"543165952","Clostridia",TRUE,61,1
107,"268054499","Clostridia",TRUE,58,1
108,"531343139","Clostridia",TRUE,25,1
109,"531263554","Clostridia",TRUE,24,1
110,"302777039","Clostridia",TRUE,52,1
111,"482580416","Clostridia",TRUE,54,1
112,"255509892","Clostridia",TRUE,32,1
113,"291482251","Clostridia",TRUE,26,1
114,"531237830","Clostridia",TRUE,28,1
115,"315590829","Clostridia",TRUE,68,1
116,"315468987","Clostridia",TRUE,72,1
117,"380336220","Clostridia",TRUE,36,1
118,"387144473","Clostridia",TRUE,55,1
119,"188497817","Clostridia",TRUE,36,1
120,"481757047","Clostridia",TRUE,47,1
121,"531645429","Clostridia",TRUE,47,1
122,"149947715","Clostridia",TRUE,57,1
123,"480705671","Clostridia",TRUE,51,1
124,"531499268","Clostridia",TRUE,30,1
125,"177910065","Clostridia",TRUE,33,1
126,"343963552","Clostridia",TRUE,34,1
127,"356696960","Clostridia",TRUE,59,1
128,"531353433","Clostridia",TRUE,23,1
129,"531294686","Clostridia",TRUE,26,1
130,"291482251","Clostridia",TRUE,54,1
131,"47118322","Clostridia",TRUE,43,1
132,"482578378","Clostridia",TRUE,59,1
133,"531320701","Clostridia",TRUE,38,1
134,"169119423","Clostridia",TRUE,25,1
135,"125712750","Clostridia",TRUE,48,1
136,"444301193","Clostridia",TRUE,38,1
137,"359823987","Clostridia",TRUE,56,1
138,"304633700","Clostridia",TRUE,32,1
139,"331125438","Clostridia",TRUE,39,1
140,"481038989","Clostridia",TRUE,48,1
141,"356493241","Clostridia",TRUE,29,1
142,"523400360","Clostridia",TRUE,40,1
143,"531239942","Clostridia",TRUE,42,1
144,"386808189","Clostridia",TRUE,52,1
145,"344326934","Clostridia",TRUE,56,1
146,"325985621","Clostridia",TRUE,46,1
147,"243081903","Clostridia",TRUE,25,1
148,"508595938","Clostridia",TRUE,43,1
